"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",84,5,84,10,"Expected object keys to be in ascending order. 'alias' should be before 'username'.","https://eslint.org/docs/latest/rules/sort-keys"
"require-unicode-regexp","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",84,40,84,44,"Use the 'u' flag.","https://eslint.org/docs/latest/rules/require-unicode-regexp"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",85,32,85,38,"No magic number: 100000.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",87,5,87,16,"Expected object keys to be in ascending order. 'instanceUrl' should be before 'orgId'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",88,5,88,23,"Expected object keys to be in ascending order. 'instanceApiVersion' should be before 'instanceUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",90,5,90,20,"Expected object keys to be in ascending order. 'connectedStatus' should be before 'loginUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",95,9,95,74,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",95,38,95,61,"Expected object keys to be in ascending order. 'isDefaultDevHubUsername' should be before 'isDevHub'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",96,12,96,31,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",104,33,104,34,"Identifier name 'o' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",104,36,104,37,"Identifier name 'i' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",106,5,106,14,"Expected object keys to be in ascending order. 'sandboxes' should be before 'scratchOrgs'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",107,5,107,10,"Expected object keys to be in ascending order. 'other' should be before 'sandboxes'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",108,5,108,12,"Expected object keys to be in ascending order. 'devHubs' should be before 'other'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",110,3,110,13,"Expected object keys to be in ascending order. 'orgDisplay' should be before 'orgs'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",113,5,113,16,"Expected object keys to be in ascending order. 'instanceUrl' should be before 'username'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",114,5,114,15,"Expected object keys to be in ascending order. 'apiVersion' should be before 'instanceUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",116,5,116,10,"Expected object keys to be in ascending order. 'alias' should be before 'connectedStatus'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",118,3,118,14,"Expected object keys to be in ascending order. 'apexClasses' should be before 'orgDisplay'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",121,7,121,11,"Expected object keys to be in ascending order. 'Body' should be before 'Name'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",125,7,125,11,"Expected object keys to be in ascending order. 'Body' should be before 'Name'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",129,7,129,11,"Expected object keys to be in ascending order. 'Body' should be before 'Name'.","https://eslint.org/docs/latest/rules/sort-keys"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",135,1,135,114,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",135,60,135,61,"No magic number: 2.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",135,93,135,94,"No magic number: 2.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"func-style","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",137,1,148,2,"Expected a function expression.","https://eslint.org/docs/latest/rules/func-style"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",141,7,141,9,"Expected object keys to be in ascending order. 'id' should be before 'provider'.","https://eslint.org/docs/latest/rules/sort-keys"
"require-unicode-regexp","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",142,101,142,114,"Use the 'u' flag.","https://eslint.org/docs/latest/rules/require-unicode-regexp"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",143,7,143,14,"Expected object keys to be in ascending order. 'subject' should be before 'url'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",144,7,144,13,"Expected object keys to be in ascending order. 'status' should be before 'subject'.","https://eslint.org/docs/latest/rules/sort-keys"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",150,1,150,25,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",151,1,151,59,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",153,1,186,4,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",153,50,153,51,"Identifier name 'i' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",154,37,154,38,"Identifier name 's' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",155,3,155,36,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",160,5,160,16,"Expected object keys to be in ascending order. 'description' should be before 'title'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",160,18,160,48,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",163,5,163,11,"Expected object keys to be in ascending order. 'author' should be before 'targetBranch'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",166,5,166,14,"Expected object keys to be in ascending order. 'createdAt' should be before 'state'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",166,20,166,22,"No magic number: 10.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",166,28,166,29,"No magic number: 8.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",167,20,167,22,"No magic number: 10.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",167,28,167,30,"No magic number: 11.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",169,5,169,9,"Expected object keys to be in ascending order. 'jobs' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",173,40,173,44,"No magic number: 4200.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",174,9,174,18,"Expected object keys to be in ascending order. 'updatedAt' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",174,24,174,26,"No magic number: 10.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",174,32,174,34,"No magic number: 11.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",179,40,179,44,"No magic number: 4300.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",180,9,180,18,"Expected object keys to be in ascending order. 'updatedAt' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",180,24,180,26,"No magic number: 10.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",180,32,180,34,"No magic number: 11.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",184,21,184,50,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",188,1,204,7,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",189,12,189,13,"Identifier name 's' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",189,30,189,31,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",190,16,190,17,"Identifier name 'i' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",191,9,191,11,"No magic number: 40.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",192,13,192,15,"No magic number: 40.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",194,5,194,17,"Expected object keys to be in ascending order. 'sourceBranch' should be before 'title'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",196,5,196,11,"Expected object keys to be in ascending order. 'author' should be before 'targetBranch'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",199,5,199,14,"Expected object keys to be in ascending order. 'mergeDate' should be before 'state'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",199,20,199,21,"No magic number: 4.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",199,27,199,29,"No magic number: 16.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",200,5,200,14,"Expected object keys to be in ascending order. 'createdAt' should be before 'mergeDate'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",200,20,200,21,"No magic number: 3.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",200,27,200,28,"No magic number: 9.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",201,28,201,30,"No magic number: 40.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",202,5,202,15,"Expected object keys to be in ascending order. 'jobsStatus' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"capitalized-comments","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",207,1,207,79,"Comments should not begin with a lowercase character.","https://eslint.org/docs/latest/rules/capitalized-comments"
"capitalized-comments","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",208,1,208,56,"Comments should not begin with a lowercase character.","https://eslint.org/docs/latest/rules/capitalized-comments"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",209,1,209,70,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",214,3,214,14,"Expected object keys to be in ascending order. 'description' should be before 'title'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",217,3,217,9,"Expected object keys to be in ascending order. 'author' should be before 'targetBranch'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",220,3,220,12,"Expected object keys to be in ascending order. 'createdAt' should be before 'state'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",220,18,220,20,"No magic number: 16.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",220,22,220,23,"No magic number: 9.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",221,18,221,20,"No magic number: 16.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",221,22,221,24,"No magic number: 14.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",223,3,223,7,"Expected object keys to be in ascending order. 'jobs' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",228,7,228,16,"Expected object keys to be in ascending order. 'updatedAt' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",228,22,228,24,"No magic number: 16.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",228,26,228,28,"No magic number: 14.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",230,82,230,91,"Expected object keys to be in ascending order. 'updatedAt' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",230,97,230,99,"No magic number: 16.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",230,101,230,103,"No magic number: 14.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",241,5,241,9,"Expected object keys to be in ascending order. 'host' should be before 'providerName'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",244,5,244,14,"Expected object keys to be in ascending order. 'remoteUrl' should be before 'repo'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",247,3,247,22,"Expected object keys to be in ascending order. 'providerDescription' should be before 'repoInfo'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",252,3,252,19,"Expected object keys to be in ascending order. 'openPullRequests' should be before 'providerDescription'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",253,3,253,29,"Expected object keys to be in ascending order. 'mergedPullRequestsByBranch' should be before 'openPullRequests'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",256,5,256,9,"Expected object keys to be in ascending order. 'main' should be before 'uat'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",258,3,258,13,"Expected object keys to be in ascending order. 'branchJobs' should be before 'mergedPullRequestsByBranch'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",265,11,265,20,"Expected object keys to be in ascending order. 'updatedAt' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",265,26,265,28,"No magic number: 12.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",265,30,265,32,"No magic number: 17.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",271,5,271,9,"Expected object keys to be in ascending order. 'main' should be before 'uat'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",276,5,276,16,"Expected object keys to be in ascending order. 'integration' should be before 'uat'.","https://eslint.org/docs/latest/rules/sort-keys"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",283,1,283,20,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",287,5,287,11,"Expected object keys to be in ascending order. 'status' should be before 'subject'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",287,13,287,55,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",287,29,287,30,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-ternary","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",288,18,288,60,"Ternary operator used.","https://eslint.org/docs/latest/rules/no-ternary"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",288,34,288,35,"No magic number: 1.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",289,5,289,11,"Expected object keys to be in ascending order. 'author' should be before 'statusLabel'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",298,3,298,20,"Expected object keys to be in ascending order. 'ticketUrlTemplate' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",299,3,299,14,"Expected object keys to be in ascending order. 'ticketRegex' should be before 'ticketUrlTemplate'.","https://eslint.org/docs/latest/rules/sort-keys"
"max-lines","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",301,1,599,1,"File has too many lines (598). Maximum allowed is 300.","https://eslint.org/docs/latest/rules/max-lines"
"capitalized-comments","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",305,1,305,78,"Comments should not begin with a lowercase character.","https://eslint.org/docs/latest/rules/capitalized-comments"
"capitalized-comments","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",306,1,306,73,"Comments should not begin with a lowercase character.","https://eslint.org/docs/latest/rules/capitalized-comments"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",307,1,307,77,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",315,5,315,16,"Expected object keys to be in ascending order. 'instanceUrl' should be before 'username'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",327,5,327,18,"Expected object keys to be in ascending order. 'currentBranch' should be before 'originalBranch'.","https://eslint.org/docs/latest/rules/sort-keys"
"capitalized-comments","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",331,3,331,55,"Comments should not begin with a lowercase character.","https://eslint.org/docs/latest/rules/capitalized-comments"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",332,3,336,5,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",333,70,333,76,"Expected object keys to be in ascending order. 'author' should be before 'title'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",333,151,333,158,"Expected object keys to be in ascending order. 'actions' should be before 'items'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",334,72,334,78,"Expected object keys to be in ascending order. 'author' should be before 'title'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",334,148,334,155,"Expected object keys to be in ascending order. 'actions' should be before 'items'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",335,86,335,92,"Expected object keys to be in ascending order. 'author' should be before 'title'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",335,166,335,173,"Expected object keys to be in ascending order. 'actions' should be before 'items'.","https://eslint.org/docs/latest/rules/sort-keys"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",337,48,337,49,"Identifier name 'i' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",338,51,338,52,"No magic number: 0.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",339,13,339,15,"No magic number: 51.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",341,5,341,11,"Expected object keys to be in ascending order. 'author' should be before 'title'.","https://eslint.org/docs/latest/rules/sort-keys"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",343,28,343,30,"No magic number: 51.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",344,5,344,14,"Expected object keys to be in ascending order. 'itemCount' should be before 'webUrl'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",345,5,345,16,"Expected object keys to be in ascending order. 'actionCount' should be before 'itemCount'.","https://eslint.org/docs/latest/rules/sort-keys"
"sort-keys","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",347,5,347,13,"Expected object keys to be in ascending order. 'inWindow' should be before 'selected'.","https://eslint.org/docs/latest/rules/sort-keys"
"one-var","eslint",3,"BestPractices,JavaScript,TypeScript,Fixable","scripts/build/mocks.mjs",355,3,363,5,"Combine this with the previous 'const' statement.","https://eslint.org/docs/latest/rules/one-var"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",356,115,356,117,"No magic number: 51.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",357,140,357,142,"No magic number: 51.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",358,156,358,158,"No magic number: 51.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",359,134,359,136,"No magic number: 52.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",360,133,360,135,"No magic number: 52.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",361,128,361,130,"No magic number: 53.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"no-magic-numbers","eslint",3,"BestPractices,JavaScript","scripts/build/mocks.mjs",362,163,362,165,"No magic number: 53.","https://eslint.org/docs/latest/rules/no-magic-numbers"
"id-length","eslint",3,"BestPractices,JavaScript,TypeScript","scripts/build/mocks.mjs",364,52,364,53,"Identifier name 'i' is too short (< 2).","https://eslint.org/docs/latest/rules/id-length"
